类型,代码,名称,价格,涨跌%,成交量,相对量,RSI,SAR,EMA20,50日均线,信号,AI点评
表格,JD,"JD.com, Inc.",26.51,-0.9,5148800,0.87,33.45,空头,27.502,29.393,,
表格,COP,ConocoPhillips,127.3,-1.58,5083000,0.73,44.47,空头,131.005,126.798,,
表格,KNX,Knight-Swift Transportation Hol,63.67,-2.79,5040900,1.37,34.78,空头,67.46,69.658,,
表格,ILMN,"Illumina, Inc.",270.0,-1.42,5031600,1.32,73.7,多头,233.78,210.796,,
表格,NI,NiSource Inc,39.42,0.77,5004800,0.91,31.31,空头,40.639,42.297,,
表格,ACN,Accenture plc,176.11,-0.73,4960100,1.03,44.32,空头,182.973,175.329,,
表格,GFS,GlobalFoundries Inc.,49.0,4.14,4939200,1.21,54.96,多头,46.769,48.945,,
表格,UPS,"United Parcel Service, Inc.",93.96,2.07,4933500,1.09,35.16,空头,98.845,103.4,,
表格,SO,Southern Company (The),82.88,-0.01,4920300,0.79,21.94,空头,86.425,90.208,,
表格,D,"Dominion Energy, Inc.",60.68,0.46,4906200,0.96,25.05,空头,63.693,66.472,,
表格,VST,Vistra Corp.,138.46,0.38,4899200,1.11,42.76,空头,141.641,145.387,,
表格,PANW,"Palo Alto Networks, Inc.",374.74,-3.89,4879100,0.68,54.38,多头,366.748,356.523,,
表格,AR,Antero Resources Corporation,35.0,-3.02,4850200,1.22,39.97,空头,36.602,36.634,,
表格,HDB,HDFC Bank Limited,23.01,0.79,4828000,0.41,49.33,多头,22.989,23.289,,
表格,NWG,NatWest Group plc,18.49,1.93,4828000,1.63,49.61,空头,18.536,18.478,,
表格,EQNR,Equinor ASA,42.19,-2.27,4804100,1.47,47.39,空头,43.055,41.479,,
表格,COHR,Coherent Corp.,295.83,1.8,4693700,0.75,49.55,多头,296.54,296.767,,
表格,COST,Costco Wholesale Corporation,922.77,2.93,4629300,2.1,52.32,空头,912.982,934.297,,
表格,SWKS,"Skyworks Solutions, Inc.",89.34,1.74,4609700,0.56,62.46,多头,82.783,71.758,,
表格,V,Visa Inc.,367.38,-0.16,4576700,0.75,47.99,空头,369.293,367.769,,
表格,MS,Morgan Stanley,196.31,-0.01,4527300,0.92,31.87,空头,205.963,211.681,,
表格,BX,Blackstone Inc.,118.42,1.03,4498900,1.23,31.68,空头,127.429,133.308,,
表格,IP,International Paper Company,35.02,0.4,4466000,0.86,41.03,多头,35.977,38.51,,
表格,CTSH,Cognizant Technology Solutions ,57.33,0.28,4465700,0.72,42.66,空头,59.854,57.321,,
表格,COO,"The Cooper Companies, Inc.",55.38,0.0,4453800,0.93,30.32,多头,59.718,68.386,,
表格,DHR,Danaher Corporation,224.49,0.32,4423500,1.13,68.87,多头,213.343,205.889,,
表格,HRL,Hormel Foods Corporation,19.71,-0.66,4421700,0.77,21.65,空头,21.056,23.193,,
表格,CNQ,Canadian Natural Resources Limi,47.41,-1.08,4393900,0.62,41.34,空头,49.035,48.021,,
表格,ANET,"Arista Networks, Inc.",206.55,0.41,4377000,0.91,60.17,多头,198.336,190.233,,
表格,IR,Ingersoll Rand Inc.,76.08,1.74,4338100,0.99,50.81,多头,75.083,79.833,,
表格,VMRK,Vivmark Residential,61.51,0.75,4325000,0.68,36.87,空头,63.533,65.68,,
表格,ASX,"ASE Technology Holding Co., Ltd",44.31,1.86,4323900,0.63,64.16,多头,40.767,38.371,,
表格,TWLO,Twilio Inc.,275.8,-7.96,4263500,1.93,62.46,多头,253.299,227.396,,
表格,MFG,"Mizuho Financial Group, Inc. Sp",11.07,4.83,4252100,1.33,54.37,空头,10.903,10.657,,
表格,CVNA,Carvana Co.,65.06,1.37,4216800,0.64,41.5,空头,67.971,68.877,,
表格,FHN,First Horizon Corporation,23.46,1.21,4183100,0.87,38.16,空头,24.018,24.809,,
表格,ZTS,Zoetis Inc.,71.05,1.11,4165600,0.89,39.68,空头,73.102,74.917,,
表格,CTVA,"Corteva, Inc.",78.52,-1.17,4163200,0.84,38.29,空头,81.665,82.359,,
表格,ORLY,"O'Reilly Automotive, Inc.",86.12,-0.14,4161700,0.64,47.47,多头,86.319,88.445,,
表格,GEHC,GE HealthCare Technologies Inc.,66.63,0.38,4159300,1.2,47.11,多头,66.726,68.404,,
表格,IBM,International Business Machines,225.51,-0.68,4143500,0.74,41.28,空头,233.869,230.155,,
表格,VRT,"Vertiv Holdings, LLC",253.28,3.25,4127100,0.77,47.94,空头,254.068,265.893,,
表格,PDD,PDD Holdings Inc.,77.57,-0.81,4125100,0.58,37.02,空头,80.329,84.493,,
表格,TRP,TC Energy Corporation,58.78,-1.46,4123700,1.55,30.29,空头,61.283,63.808,,
表格,FE,FirstEnergy Corp.,43.3,0.25,4121400,1.01,24.88,空头,45.258,46.76,,
表格,JNJ,Johnson & Johnson,271.22,0.2,4085700,0.63,57.23,空头,268.797,264.278,,
表格,UNH,UnitedHealth Group Incorporated,376.59,0.42,4077400,0.8,41.3,空头,382.185,397.395,,
表格,AEP,American Electric Power Company,118.35,0.66,4069300,1.04,33.31,空头,121.353,124.861,,
表格,CHYM,"Chime Financial, Inc.",26.78,-1.07,3998100,0.49,35.14,空头,30.273,29.19,,
表格,OKTA,"Okta, Inc.",195.19,-5.54,3990700,0.83,62.08,多头,181.789,158.193,,
表格,TXN,Texas Instruments Incorporated,278.07,2.74,3960200,0.64,60.15,多头,267.221,270.719,,
表格,KIM,Kimco Realty Corporation (HC),22.44,0.85,3944100,0.66,30.53,空头,22.975,24.021,,
表格,PAYX,"Paychex, Inc.",101.37,-0.22,3931400,1.21,22.12,空头,114.227,118.208,,
表格,BCE,"BCE, Inc.",20.97,-1.55,3909600,0.98,23.25,空头,22.296,22.411,,
表格,COF,Capital One Financial Corporati,200.2,1.83,3902200,1.1,39.13,空头,205.991,211.718,,
表格,PM,Philip Morris International Inc,190.48,-0.53,3899200,0.88,51.75,多头,189.876,190.083,,
表格,LEN,Lennar Corporation,82.15,0.83,3890800,0.86,50.22,多头,81.505,83.806,,
表格,LVS,Las Vegas Sands Corp.,38.99,0.88,3886700,0.63,25.4,空头,41.65,44.597,,
表格,SBS,Companhia de saneamento Basico ,5.18,0.58,3876600,0.4,50.15,空头,5.188,5.178,,
表格,TEVA,Teva Pharmaceutical Industries ,39.19,-2.56,3874700,0.75,57.45,多头,38.307,36.099,,
表格,PCAR,PACCAR Inc.,111.31,0.58,3864200,1.16,22.29,空头,118.77,126.265,,
表格,LITE,Lumentum Holdings Inc.,941.65,1.36,3853800,0.88,54.46,多头,912.82,859.066,,
表格,CFG,"Citizens Financial Group, Inc.",65.53,1.24,3852400,1.02,35.42,空头,67.948,70.525,,
表格,TMUS,"T-Mobile US, Inc.",165.43,0.05,3850700,0.75,37.04,空头,172.926,178.199,,
表格,CMS,CMS Energy Corporation,62.95,0.29,3849000,1.2,19.94,空头,66.054,69.262,,
表格,ARCC,Ares Capital Corporation,19.2,0.37,3845400,0.83,47.17,空头,19.311,19.14,,
表格,ACGL,Arch Capital Group Ltd.,94.66,-0.38,3836800,0.9,36.84,空头,96.666,98.849,,
表格,VLO,Valero Energy Corporation,387.18,1.13,3814100,0.99,58.3,空头,379.493,346.333,,
表格,SMMT,Summit Therapeutics Inc.,15.61,-4.7,3800400,0.62,46.64,空头,16.356,14.816,,
表格,DUK,Duke Energy Corporation (Holdin,113.35,0.11,3749300,0.98,25.29,空头,117.837,121.719,,
表格,CRBG,Corebridge Financial Inc.,34.87,2.29,3746500,0.92,61.88,空头,33.979,32.922,,
表格,EIX,Edison International,52.65,0.21,3727400,0.5,30.48,空头,57.568,66.897,,
表格,RTX,RTX Corporation,189.4,0.42,3667400,0.94,29.34,多头,197.327,207.359,,
表格,BNY,The Bank of New York Mellon Cor,150.15,-0.03,3652600,0.97,31.49,空头,155.63,158.631,,
表格,BEN,"Franklin Templeton, Inc.",33.02,1.44,3649900,0.99,45.37,空头,33.384,33.646,,
表格,UDR,"UDR, Inc.",33.84,0.86,3649400,0.92,27.98,空头,34.982,36.919,,
表格,FOXA,Fox Corporation,63.07,-1.21,3645100,0.7,42.3,空头,65.093,63.587,,
表格,NYT,New York Times Company (The),63.83,1.24,3630900,1.15,39.55,空头,67.152,68.708,,
表格,CNC,Centene Corporation,61.82,-0.16,3630400,0.75,39.51,空头,64.725,65.082,,
表格,MET,"MetLife, Inc.",97.7,0.46,3625300,1.2,55.59,多头,96.83,96.137,,
表格,SAIL,"SailPoint, Inc.",20.64,-6.69,3611500,0.66,56.39,多头,19.87,18.329,,
表格,EW,Edwards Lifesciences Corporatio,86.29,0.65,3599800,1.1,42.82,多头,87.823,88.319,,
表格,PAA,"Plains All American Pipeline, L",24.42,-0.89,3586600,1.36,40.86,空头,25.051,24.594,,
表格,GMAB,Genmab A/S,35.32,1.41,3583100,1.86,65.74,多头,33.993,32.013,,
表格,AMRZ,Amrize Ltd,38.22,2.66,3576200,0.83,34.5,空头,40.295,44.832,,
表格,CL,Colgate-Palmolive Company,86.06,0.87,3540200,0.66,38.7,空头,87.76,90.226,,
表格,NEM,Newmont Corporation,121.43,0.11,3520100,0.45,48.33,空头,123.556,115.341,,
表格,IAG,Iamgold Corporation,19.7,1.76,3518700,0.65,50.05,空头,19.905,18.355,,
表格,LOW,"Lowe's Companies, Inc.",189.28,0.42,3455100,1.07,33.6,空头,197.232,207.003,,
表格,OTIS,Otis Worldwide Corporation,65.94,-1.11,3446200,0.76,35.32,空头,68.881,70.941,,
表格,BSP,Bending Spoons S.p.A.,33.25,1.37,3442000,1.74,34.27,空头,37.932,39.151,,
表格,QSR,Restaurant Brands International,71.64,1.03,3433200,1.0,37.11,空头,74.305,75.119,,
表格,UAL,"United Airlines Holdings, Inc.",113.99,2.52,3413000,0.9,52.94,多头,111.483,116.333,,
表格,AA,Alcoa Corporation,42.85,0.4,3400900,0.9,32.39,空头,46.59,47.812,,
表格,INTU,Intuit Inc.,275.79,-0.48,3398400,0.92,29.57,空头,311.663,324.65,,
表格,TXG,"10x Genomics, Inc.",85.71,1.9,3391300,1.23,73.93,多头,72.679,60.366,,
表格,ECHO,EchoStar Corporation,90.11,-0.3,3370200,1.11,46.14,多头,91.666,89.713,,
表格,ETR,Entergy Corporation,98.57,0.42,3339100,1.14,27.69,空头,103.067,106.724,,
表格,XYZ,"Block, Inc.",76.42,-0.42,3327900,0.82,42.97,空头,78.35,80.149,,
表格,GSK,GSK plc,49.24,-0.83,3324000,1.14,43.72,多头,50.107,50.689,,
表格,PSX,Phillips 66,255.75,-0.05,3318400,0.99,55.2,空头,255.497,235.277,,
表格,LYB,LyondellBasell Industries NV,58.14,-3.39,3315700,0.93,35.77,空头,62.13,62.285,,
表格,KMB,Kimberly-Clark Corporation,98.43,1.24,3286900,0.69,37.87,空头,100.607,105.444,,
表格,PEG,Public Service Enterprise Group,67.02,0.69,3284100,0.96,23.32,空头,70.469,73.738,,
表格,KKR,KKR & Co. Inc.,96.67,1.08,3263800,0.89,38.79,空头,100.984,103.81,,
表格,PHYS,"""Sprott Physical Gold Trust""",32.35,0.53,3260235,0.7,44.48,空头,32.839,32.628,,
表格,BN,Brookfield Corporation,36.87,0.66,3256400,0.69,30.31,空头,38.444,41.018,,
表格,AGI,Alamos Gold Inc.,34.5,1.17,3249600,0.9,46.79,空头,35.3,33.642,,
表格,SW,Smurfit WestRock plc,46.41,0.89,3232900,0.7,53.37,多头,45.621,46.509,,
表格,TECK,Teck Resources Ltd,66.05,-0.69,3216000,1.12,48.51,空头,66.719,64.935,,
表格,ADM,Archer-Daniels-Midland Company,81.12,-0.93,3206200,0.83,42.7,空头,83.482,82.293,,
表格,RBRK,"Rubrik, Inc.",109.55,-3.73,3201400,0.8,60.04,多头,103.079,92.241,,
表格,SUZ,Suzano S.A.,8.69,-1.03,3178200,1.12,42.63,空头,9.048,8.673,,
表格,RDY,Dr. Reddy's Laboratories Ltd,12.25,-0.41,3168900,1.11,52.52,多头,12.153,12.091,,
表格,NET,"Cloudflare, Inc.",349.02,-2.73,3168800,0.97,62.19,多头,325.396,299.729,,
表格,FSLR,"First Solar, Inc.",177.71,3.22,3153300,1.35,35.11,空头,198.535,210.842,,
表格,MRSH,Marsh,171.12,0.7,3148700,1.18,32.96,空头,177.581,184.7,,
表格,CCI,Crown Castle Inc.,67.84,0.31,3135500,0.92,29.06,空头,72.43,74.055,,
表格,AXP,American Express Company,308.89,1.06,3123700,1.05,36.82,空头,317.891,331.993,,
表格,ADBE,Adobe Inc.,235.47,-1.45,3112700,0.54,36.63,空头,253.155,257.418,,
表格,NTR,Nutrien Ltd.,72.23,-2.34,3102600,1.15,41.15,空头,75.642,72.35,,
表格,ALAB,"Astera Labs, Inc.",364.62,1.14,3065400,0.76,64.39,多头,316.349,305.03,,
表格,EFX,"Equifax, Inc.",148.11,-0.46,3028700,2.14,25.16,空头,165.713,176.315,,
表格,SNOW,Snowflake Inc.,335.94,0.58,3025900,0.54,54.94,多头,331.225,317.033,,
表格,FLEX,Flex Ltd.,114.68,2.03,3022900,0.91,52.62,多头,111.987,115.203,,
表格,APP,Applovin Corporation,310.75,-0.55,3020100,0.61,42.55,空头,321.112,343.42,,
表格,BCS,Barclays PLC,24.81,1.56,3019900,0.7,38.62,空头,25.665,26.796,,
表格,FLUT,Flutter Entertainment plc,83.23,1.64,3001300,1.0,31.82,空头,93.003,98.511,,
表格,BRK-B,Berkshire Hathaway Inc. New,505.48,0.06,2992300,0.62,48.05,空头,507.331,506.29,,
表格,BHP,BHP Group Limited,84.97,-0.14,2964500,1.26,42.02,多头,87.233,87.121,,
表格,BTI,British American Tobacco  Indus,55.63,-0.7,2961500,0.57,44.79,多头,56.032,57.622,,
表格,TGT,Target Corporation,157.45,0.83,2956900,0.88,50.76,空头,157.78,153.402,,
表格,DHI,"D.R. Horton, Inc.",141.51,0.83,2946400,1.13,48.68,多头,141.494,144.725,,
表格,OKE,"ONEOK, Inc.",88.63,-2.8,2943900,0.78,35.41,空头,92.862,92.522,,
表格,CHTR,"Charter Communications, Inc.",112.91,-3.95,2942900,0.98,29.84,空头,132.709,142.066,,
表格,AIG,"American International Group, I",74.17,-0.87,2931800,0.67,40.99,多头,75.349,76.638,,
表格,ALLY,Ally Financial Inc.,38.79,0.13,2917100,0.83,28.54,空头,40.805,42.694,,
表格,OMC,Omnicom Group Inc.,76.15,1.94,2896000,0.88,39.02,空头,78.74,81.667,,
表格,SU,Suncor Energy  Inc.,68.19,-0.67,2895700,0.6,52.78,空头,67.956,66.091,,
表格,IBKR,"Interactive Brokers Group, Inc.",89.24,-0.65,2893800,0.75,45.79,多头,90.88,91.174,,
表格,JCI,Johnson Controls International ,150.2,3.33,2893400,0.88,61.37,多头,144.094,144.671,,
表格,MUFG,"Mitsubishi UFJ Financial Group,",23.48,4.03,2879700,0.99,54.7,空头,23.145,22.741,,
表格,DASH,"DoorDash, Inc.",193.36,3.11,2872400,0.73,39.78,空头,200.786,205.591,,
表格,RDDT,"Reddit, Inc.",149.84,-1.89,2869300,0.61,44.72,空头,154.736,159.514,,
表格,ZTO,ZTO Express (Cayman) Inc.,19.49,0.1,2869000,0.99,32.44,空头,20.524,22.121,,
表格,ES,Eversource Energy (D/B/A),63.67,-0.2,2867400,1.24,26.23,空头,67.361,70.228,,
表格,EBAY,eBay Inc.,107.9,0.06,2858700,0.53,50.75,多头,107.777,107.697,,
表格,BAM,Brookfield Asset Management Inc,44.59,0.02,2857800,1.11,29.98,空头,47.079,49.175,,
表格,NWSA,News Corporation,28.49,0.18,2835200,0.6,39.15,空头,29.48,29.156,,
表格,FRO,Frontline Plc,47.73,-0.5,2831800,0.73,61.88,空头,46.235,41.025,,
表格,OVV,Ovintiv Inc. (DE),60.13,-0.63,2830800,0.86,41.46,空头,62.367,62.528,,
表格,PGR,Progressive Corporation (The),205.5,1.65,2826800,1.11,38.04,空头,212.77,214.143,,
表格,WEC,"WEC Energy Group, Inc.",101.45,0.55,2812200,1.1,33.46,空头,104.216,107.398,,
表格,EL,"Estee Lauder Companies, Inc. (T",94.47,-0.94,2798600,0.89,46.45,多头,96.811,92.484,,
表格,STX,Seagate Technology Holdings PLC,916.83,1.2,2797000,0.72,58.63,多头,862.681,849.095,,
表格,BWA,BorgWarner Inc.,61.32,4.86,2769700,1.29,42.91,空头,63.184,64.686,,
表格,FNF,"Fidelity National Financial, In",41.42,1.47,2752200,1.06,28.48,空头,43.615,47.078,,
表格,TAK,Takeda Pharmaceutical Company L,18.86,1.45,2737700,1.23,60.22,多头,18.54,17.902,,
表格,SRE,DBA Sempra,77.93,0.24,2735000,0.67,31.45,空头,81.341,84.754,,
表格,UL,Unilever PLC,62.54,0.47,2724500,0.82,48.09,空头,62.771,62.984,,
表格,AHR,"American Healthcare REIT, Inc.",52.02,-0.55,2723300,0.87,36.9,空头,53.347,54.987,,
表格,TWST,Twist Bioscience Corporation,182.83,-0.65,2706200,1.43,73.36,多头,150.869,126.277,,
表格,GDDY,GoDaddy Inc.,97.14,-3.64,2705600,1.02,48.9,多头,98.59,96.285,,
表格,LNT,Alliant Energy Corporation,63.6,0.46,2704900,1.2,25.38,空头,66.182,69.035,,
表格,CDNS,"Cadence Design Systems, Inc.",326.13,1.28,2697000,1.01,61.27,多头,304.054,318.375,,
表格,RCL,Royal Caribbean Cruises Ltd.,242.7,1.56,2691600,0.95,35.11,空头,255.0,282.876,,
表格,MKC,"McCormick & Company, Incorporat",47.94,0.25,2687400,0.87,30.17,空头,50.468,52.211,,
表格,INSM,Insmed Incorporated,117.83,-3.06,2672700,1.3,43.92,空头,122.091,119.233,,
表格,EOG,"EOG Resources, Inc.",140.35,-1.76,2671000,0.78,42.71,空头,144.382,144.606,,
表格,CLX,Clorox Company (The),83.8,2.44,2633900,0.73,34.16,空头,89.074,96.667,,
表格,HUT,Hut 8 Corp.,96.82,-4.65,2631400,0.56,52.24,多头,95.013,93.526,,
表格,NRG,"NRG Energy, Inc.",100.37,2.58,2618700,0.95,35.14,空头,107.646,117.957,,
表格,UBS,UBS Group AG Registered,49.67,2.5,2612900,1.21,38.83,空头,51.54,52.894,,
表格,A,"Agilent Technologies, Inc.",172.79,-0.03,2582100,0.99,75.14,多头,157.643,148.747,,
表格,AFRM,"Affirm Holdings, Inc.",71.52,-0.07,2568100,0.4,47.93,多头,71.946,73.79,,
表格,AMKR,"Amkor Technology, Inc.",53.61,1.75,2555100,0.62,54.69,多头,51.031,52.768,,
表格,PLD,"Prologis, Inc.",133.05,-0.58,2543100,0.77,37.55,多头,135.702,139.455,,
表格,ABBV,AbbVie Inc.,264.34,-0.29,2540400,0.61,58.58,多头,261.257,257.048,,
表格,EXE,Expand Energy Corporation,86.84,-2.01,2536100,0.8,32.34,空头,91.414,93.285,,
表格,DECK,Deckers Outdoor Corporation,78.67,-0.01,2526800,0.75,35.8,空头,81.842,90.184,,
表格,GLPI,"Gaming and Leisure Properties, ",38.79,0.67,2525900,0.55,32.25,空头,40.278,41.989,,
表格,SGI,Somnigroup International Inc.,63.95,2.63,2520700,0.64,45.67,空头,64.984,66.385,,
表格,RVMD,"Revolution Medicines, Inc.",204.97,2.56,2520300,1.2,54.45,多头,200.821,200.34,,
表格,MMM,3M Company,169.55,1.21,2516200,0.88,50.88,多头,168.461,173.033,,
表格,TSN,"Tyson Foods, Inc.",50.92,-0.43,2512200,0.65,33.04,空头,52.821,55.574,,
表格,FTNT,"Fortinet, Inc.",173.46,-2.92,2507400,0.53,57.58,多头,168.508,161.565,,
表格,ICE,Intercontinental Exchange Inc.,154.31,-1.67,2506300,0.77,47.26,多头,155.922,153.823,,
表格,DG,Dollar General Corporation,124.84,1.89,2506100,0.89,51.08,空头,124.225,124.376,,
表格,TCOM,Trip.com Group Limited,39.43,-1.52,2498100,0.58,33.13,空头,41.103,43.588,,
表格,ISRG,"Intuitive Surgical, Inc.",405.18,1.42,2496000,1.05,65.38,多头,385.625,373.93,,
表格,BBY,"Best Buy Co., Inc.",90.51,-0.54,2486100,0.57,53.52,多头,89.904,86.534,,
表格,VOD,Vodafone Group Plc,16.62,0.79,2481700,0.78,49.6,空头,16.753,16.265,,
表格,SYF,Synchrony Financial,72.94,1.94,2467500,0.81,40.12,空头,75.158,76.75,,
表格,ADI,"Analog Devices, Inc.",393.6,2.87,2457900,0.71,62.59,多头,374.861,372.458,,
表格,AMCR,Amcor plc,42.51,0.97,2446000,0.71,42.28,空头,43.313,44.64,,
表格,ALC,Alcon Inc.,64.47,-0.14,2442200,1.58,31.08,空头,67.299,69.893,,
表格,AEE,Ameren Corporation,99.39,0.19,2427000,1.55,25.27,空头,103.186,106.669,,
表格,VTR,"Ventas, Inc.",86.59,-0.28,2424300,0.63,33.15,空头,88.744,91.872,,
表格,HBM,Hudbay Minerals Inc.,26.63,0.57,2403600,0.62,48.49,空头,26.932,26.224,,
表格,HMY,Harmony Gold Mining Company Lim,18.97,2.26,2389000,0.52,46.14,空头,19.602,18.95,,
表格,SMTC,Semtech Corporation,182.3,4.47,2382800,0.72,63.06,多头,162.114,140.95,,
表格,MA,Mastercard Incorporated,567.65,0.28,2373100,0.91,48.6,空头,569.429,568.823,,
表格,SYK,Stryker Corporation,272.36,0.97,2337200,0.75,32.14,空头,287.434,315.293,,
表格,XYL,Xylem Inc.,102.63,-0.03,2330500,0.86,30.38,空头,107.899,113.692,,
表格,PAAS,Pan American Silver Corp.,48.04,1.12,2315200,0.61,45.58,空头,49.519,48.592,,
表格,WELL,Welltower Inc.,231.37,-0.96,2306700,0.83,44.94,多头,233.818,236.853,,
表格,YUM,"Yum! Brands, Inc.",138.63,0.94,2306200,1.02,40.73,空头,142.689,147.152,,
表格,APG,APi Group Corporation,38.46,1.67,2299500,0.61,46.79,空头,38.443,39.955,,
表格,SONY,Sony Group Corporation,23.55,2.44,2299000,0.61,49.12,空头,23.662,23.332,,
表格,LI,Li Auto Inc.,11.5,-2.38,2289500,0.79,40.8,空头,11.939,12.366,,
表格,HONA,Honeywell Aerospace Inc.,158.78,0.2,2285000,0.54,48.78,空头,162.881,174.352,,
表格,CF,"CF Industries Holdings, Inc.",114.67,-3.18,2271700,0.82,34.12,空头,126.22,125.092,,
表格,CP,Canadian Pacific Kansas City Li,86.91,-0.25,2266500,1.05,38.93,多头,89.001,91.001,,
表格,DKS,Dick's Sporting Goods Inc,136.43,2.39,2262200,0.62,43.69,多头,136.976,167.83,,
表格,GFI,Gold Fields Limited,40.38,1.2,2258000,0.66,42.68,空头,42.546,40.045,,
表格,NDAQ,"Nasdaq, Inc.",93.55,-1.06,2255000,0.7,48.25,多头,93.996,94.603,,
表格,CLS,"Celestica, Inc.",365.44,-2.17,2251500,1.0,61.42,多头,336.747,325.673,,
表格,BIDU,"Baidu, Inc.",87.33,-0.85,2235600,0.85,34.95,空头,92.119,99.134,,
表格,DOCU,"DocuSign, Inc.",67.5,-2.16,2224200,0.57,54.36,空头,66.946,61.38,,
表格,SNY,Sanofi,41.11,0.42,2216900,0.92,31.82,空头,42.775,43.704,,
表格,AMGN,Amgen Inc.,414.61,2.11,2213100,0.73,56.55,多头,402.944,403.541,,
表格,CME,CME Group Inc.,264.48,-1.65,2201500,1.14,41.35,空头,272.413,267.876,,
表格,HWM,Howmet Aerospace Inc.,232.48,1.35,2192900,0.53,39.96,空头,238.196,263.065,,
表格,WRB,W.R. Berkley Corporation,66.82,-0.7,2185800,0.59,33.85,空头,68.938,70.422,,
表格,TECH,Bio-Techne Corp,72.61,0.06,2176000,0.75,65.96,多头,72.356,72.166,,
表格,SNPS,"Synopsys, Inc.",425.76,0.2,2170900,1.08,59.8,多头,404.293,400.705,,
表格,PUK,Prudential Public Limited Compa,25.25,-0.2,2166700,2.15,31.53,空头,26.443,27.67,,
表格,GFL,GFL Environmental Inc. Subordin,42.27,1.15,2161400,0.72,51.73,多头,42.146,41.393,,
表格,GPN,Global Payments Inc.,86.49,1.38,2159300,0.88,47.2,空头,87.287,87.611,,
表格,ING,"ING Group, N.V.",36.55,1.22,2139700,1.24,55.1,空头,36.278,35.192,,
表格,MPLX,MPLX LP,56.8,-2.04,2129000,1.65,35.81,空头,58.71,58.469,,
表格,RIO,Rio Tinto Plc,94.56,0.1,2126000,1.22,37.27,空头,98.107,97.626,,
表格,MAIR,Madison Air Solutions Corporati,25.16,3.24,2119500,0.86,44.8,多头,25.356,28.507,,
表格,TMO,Thermo Fisher Scientific Inc,675.0,-0.5,2097500,0.98,72.57,多头,639.78,603.885,,
表格,CAH,"Cardinal Health, Inc.",220.22,-1.08,2092900,1.19,32.56,空头,229.714,232.726,,
表格,BBIO,"BridgeBio Pharma, Inc.",65.57,-1.07,2090200,0.8,28.17,空头,70.912,77.873,,
表格,DINO,HF Sinclair Corporation,106.82,0.97,2084400,0.72,55.37,空头,106.248,97.294,,
表格,BTSG,"BrightSpring Health Services, I",56.59,1.02,2080100,0.81,42.17,空头,58.247,61.84,,
表格,TTWO,"Take-Two Interactive Software, ",201.44,-0.76,2076300,0.7,32.61,空头,213.802,229.336,,
表格,FWONK,Liberty Media Corporation - Ser,94.61,-0.49,2068300,0.93,42.34,空头,96.256,99.055,,
表格,EXPE,"Expedia Group, Inc.",264.17,0.92,2063500,0.88,35.69,空头,284.53,297.686,,
表格,AMT,American Tower Corporation (REI,169.03,1.06,2054800,0.81,40.54,空头,173.657,173.071,,
表格,WSE,Wise Group plc,11.55,2.21,2044800,1.25,39.15,空头,11.95,12.345,,
表格,CG,The Carlyle Group Inc.,40.03,1.55,2039900,0.62,31.76,空头,42.572,45.752,,
表格,RTO,Rentokil Initial plc,20.64,0.44,2032900,1.13,21.08,空头,22.205,24.25,,
表格,FDX,FedEx Corporation,285.85,2.26,2025500,1.26,31.86,空头,304.33,314.975,,
表格,SE,Sea Limited,99.55,-1.17,2025200,0.57,34.76,空头,106.314,110.965,,
表格,BUD,Anheuser-Busch Inbev SA Sponsor,78.0,0.75,2019200,0.79,45.15,空头,78.628,80.303,,
表格,RBA,"RB Global, Inc.",82.49,0.04,2009000,1.18,38.53,多头,84.284,92.089,,
表格,TSEM,Tower Semiconductor Ltd.,230.47,6.07,2008800,1.06,54.15,多头,220.239,225.397,,
表格,DLTR,"Dollar Tree, Inc.",114.07,0.5,2007200,0.65,38.43,空头,118.474,125.018,,
表格,BG,Bunge Limited,109.0,-1.1,2004600,0.99,38.14,空头,115.279,114.85,,
表格,BRO,"Brown & Brown, Inc.",60.82,0.81,1999600,0.93,28.01,空头,65.853,69.237,,
表格,EQH,"Equitable Holdings, Inc.",53.84,2.34,1992700,0.62,60.65,空头,52.56,50.838,,
表格,SMFG,Sumitomo Mitsui Financial Group,26.61,4.31,1992500,1.46,53.47,空头,26.287,25.924,,
表格,ALB,Albemarle Corporation,109.73,1.37,1989800,0.77,37.29,空头,118.463,123.737,,
表格,EXEL,"Exelixis, Inc.",58.16,0.36,1989500,0.92,56.09,多头,57.09,55.563,,
表格,CBRE,CBRE Group Inc,134.55,-1.45,1980400,1.03,37.21,空头,141.02,144.811,,
表格,CCJ,Cameco Corporation,88.07,-0.06,1978300,0.68,36.41,空头,94.017,94.766,,
表格,SF,Stifel Financial Corporation,70.35,0.63,1977500,1.6,23.7,空头,76.215,79.993,,
表格,HALO,"Halozyme Therapeutics, Inc.",113.9,-1.15,1958300,0.88,64.13,多头,109.498,99.744,,
表格,ZM,"Zoom Communications, Inc.",89.71,-0.71,1956900,0.63,38.63,空头,93.869,96.993,,
表格,GS,"Goldman Sachs Group, Inc. (The)",935.45,1.32,1955500,0.95,36.46,空头,976.587,1017.464,,
表格,DOCN,"DigitalOcean Holdings, Inc.",139.75,-1.29,1950500,0.68,58.72,多头,130.322,124.012,,
表格,BALL,Ball Corporation,56.83,0.3,1948300,0.97,27.03,空头,60.225,62.205,,
