类型,代码,名称,价格,涨跌%,成交量,相对量,RSI,SAR,EMA20,50日均线,信号,AI点评
表格,JBS,JBS N.V.,11.275,-2.04,2256689,0.45,22.07,空头,12.477,13.048,,
表格,CCI,Crown Castle Inc.,68.3,-2.75,2246141,0.7,29.94,空头,73.102,74.383,,
表格,FISV,"Fiserv, Inc.",45.4,-1.2,2231119,0.33,30.63,空头,49.51,51.692,,
表格,COP,ConocoPhillips,129.62,1.19,2208408,0.32,47.31,空头,132.0,126.209,,
表格,CMS,CMS Energy Corporation,63.26,0.17,2207390,0.74,20.19,空头,66.675,69.672,,
表格,ACGL,Arch Capital Group Ltd.,95.68,0.55,2180807,0.56,41.18,空头,97.14,99.042,,
表格,MFG,"Mizuho Financial Group, Inc. Sp",10.53,-1.96,2175665,0.71,43.53,空头,10.888,10.637,,
表格,SU,Suncor Energy  Inc.,69.11,1.66,2155206,0.45,55.9,空头,68.053,65.809,,
表格,AFRM,"Affirm Holdings, Inc.",70.51,3.55,2137197,0.35,45.67,空头,71.948,74.134,,
表格,NWG,NatWest Group plc,18.15,1.34,2133563,0.75,44.88,空头,18.549,18.44,,
表格,SO,Southern Company (The),83.345,-0.15,2115159,0.34,23.47,空头,87.053,90.639,,
表格,CHYM,"Chime Financial, Inc.",26.45,-0.04,2099463,0.26,33.23,空头,30.829,28.95,,
表格,APP,Applovin Corporation,318.305,0.97,2087444,0.42,45.92,多头,322.357,348.492,,
表格,BSP,Bending Spoons S.p.A.,33.8,-2.42,2083379,1.25,34.66,空头,38.805,39.092,,
表格,ASX,"ASE Technology Holding Co., Ltd",43.805,-0.28,2068706,0.31,66.05,多头,39.946,38.192,,
表格,APO,"Apollo Global Management, Inc. ",120.13,-3.4,2062771,0.83,34.08,空头,128.104,128.649,,
表格,BIDU,"Baidu, Inc.",88.11,-1.86,2042886,0.81,36.45,空头,92.715,100.026,,
表格,PDD,PDD Holdings Inc.,78.14,-1.34,2032204,0.29,37.42,多头,80.674,84.782,,
表格,AMAT,"Applied Materials, Inc.",471.08,-0.7,2024113,0.31,51.48,多头,460.365,491.421,,
表格,TCOM,Trip.com Group Limited,39.77,-2.12,2023068,0.5,34.56,多头,41.309,43.709,,
表格,BTI,British American Tobacco  Indus,56.14,0.52,2016234,0.37,48.27,多头,56.116,57.835,,
表格,NWSA,News Corporation,28.445,1.16,2007901,0.44,38.86,空头,29.638,29.13,,
表格,V,Visa Inc.,366.03,1.25,1998787,0.33,46.08,空头,370.039,367.52,,
表格,SBUX,Starbucks Corporation,93.17,-1.03,1989785,0.3,24.25,空头,99.369,103.45,,
表格,CARR,Carrier Global Corporation,55.0,-0.18,1988439,0.28,34.65,空头,56.962,61.267,,
表格,TECK,Teck Resources Ltd,65.795,-1.5,1970034,0.67,48.11,空头,66.544,64.494,,
表格,VLO,Valero Energy Corporation,389.56,3.65,1953478,0.56,58.76,空头,379.438,342.994,,
表格,CFG,"Citizens Financial Group, Inc.",64.37,-0.37,1946486,0.56,29.13,空头,68.469,70.789,,
表格,BHP,BHP Group Limited,85.09,0.16,1941774,0.84,41.26,多头,87.487,86.918,,
表格,AZN,AstraZeneca PLC,165.73,1.47,1936616,0.62,53.05,多头,163.756,164.103,,
表格,SGI,Somnigroup International Inc.,62.21,-1.05,1923417,0.48,38.85,空头,65.163,66.771,,
表格,INVH,Invitation Homes Inc.,26.565,-1.36,1923333,0.37,20.79,空头,27.899,29.24,,
表格,FIS,Fidelity National Information S,34.65,-0.06,1917938,0.31,25.46,空头,37.792,40.584,,
表格,VST,Vistra Corp.,138.956,0.71,1913235,0.44,43.56,空头,142.073,145.685,,
表格,INTU,Intuit Inc.,280.29,-2.27,1900033,0.46,31.06,空头,318.373,324.84,,
表格,IBKR,"Interactive Brokers Group, Inc.",89.8,-1.92,1889328,0.49,47.24,多头,90.987,91.341,,
表格,CTSH,Cognizant Technology Solutions ,57.17,-3.33,1878507,0.3,41.95,空头,60.282,56.745,,
表格,IOT,Samsara Inc.,38.68,-1.02,1874703,0.24,47.72,空头,39.487,38.686,,
表格,ACN,Accenture plc,179.83,-2.01,1872743,0.39,47.73,空头,183.988,173.814,,
表格,ENB,Enbridge Inc,47.538,-0.65,1871689,0.31,31.48,空头,49.108,51.345,,
表格,CSGP,"CoStar Group, Inc.",27.59,-2.37,1868073,0.25,34.0,空头,30.073,30.442,,
表格,AGI,Alamos Gold Inc.,34.055,-1.26,1865320,0.53,44.22,空头,35.323,33.37,,
表格,PHYS,"""Sprott Physical Gold Trust""",32.245,-0.42,1863088,0.43,43.23,空头,32.905,32.535,,
表格,SNY,Sanofi,41.028,-1.52,1862908,0.83,30.64,空头,43.029,43.791,,
表格,ABT,Abbott Laboratories,101.85,-1.58,1859212,0.21,37.07,多头,105.093,106.684,,
表格,FE,FirstEnergy Corp.,43.465,-0.42,1853114,0.45,24.9,空头,45.593,46.941,,
表格,SYY,Sysco Corporation,78.42,1.66,1850142,0.46,39.56,空头,80.412,82.272,,
表格,PAYX,"Paychex, Inc.",102.97,-1.45,1839623,0.62,24.12,空头,116.044,118.365,,
表格,CCJ,Cameco Corporation,89.33,-1.62,1809109,0.61,37.52,空头,94.863,94.704,,
表格,ORLY,"O'Reilly Automotive, Inc.",86.6,0.81,1807243,0.29,48.97,多头,86.424,88.393,,
表格,CL,Colgate-Palmolive Company,85.88,-0.06,1795131,0.36,34.15,空头,88.114,90.465,,
表格,KMB,Kimberly-Clark Corporation,97.555,-0.15,1792531,0.38,30.2,空头,101.099,105.763,,
表格,AA,Alcoa Corporation,42.78,-2.82,1792401,0.49,31.91,空头,47.259,47.968,,
表格,TXG,"10x Genomics, Inc.",82.36,8.91,1788966,0.66,73.55,多头,70.163,58.807,,
表格,SW,Smurfit WestRock plc,45.6,-1.91,1774356,0.39,50.01,多头,45.408,46.395,,
表格,WMB,"Williams Companies, Inc. (The)",70.675,-0.61,1766212,0.21,42.03,空头,72.223,72.363,,
表格,TMUS,"T-Mobile US, Inc.",165.38,-0.17,1764826,0.36,34.73,空头,174.849,179.209,,
表格,SWKS,"Skyworks Solutions, Inc.",89.1,-2.57,1757091,0.21,63.12,多头,81.395,70.501,,
表格,AS,"Amer Sports, Inc.",26.98,0.3,1755539,0.22,36.23,多头,28.466,32.111,,
表格,FTNT,"Fortinet, Inc.",180.19,0.81,1740354,0.37,65.92,多头,167.386,161.147,,
表格,AMRZ,Amrize Ltd,37.28,-1.64,1735811,0.4,26.71,空头,40.705,45.322,,
表格,PGR,Progressive Corporation (The),201.54,-0.78,1724934,0.79,31.56,空头,214.252,214.102,,
表格,DUK,Duke Energy Corporation (Holdin,113.91,-0.23,1720855,0.46,26.29,空头,118.635,122.105,,
表格,SMMT,Summit Therapeutics Inc.,16.395,-0.33,1716148,0.27,52.16,空头,16.436,14.78,,
表格,KKR,KKR & Co. Inc.,95.35,-1.91,1706708,0.47,35.68,空头,101.411,103.922,,
表格,GFI,Gold Fields Limited,39.67,-2.82,1699605,0.47,39.51,空头,42.783,39.647,,
表格,GE,GE Aerospace,322.905,0.97,1699492,0.4,42.71,空头,327.153,345.996,,
表格,CBRS,Cerebras Systems Inc.,207.355,1.03,1698921,0.28,53.65,空头,199.007,202.204,,
表格,EXE,Expand Energy Corporation,86.88,-0.18,1694118,0.57,28.73,空头,92.226,93.268,,
表格,GLPI,"Gaming and Leisure Properties, ",38.49,-1.94,1691177,0.38,27.6,空头,40.505,42.162,,
表格,UBS,UBS Group AG Registered,47.91,0.36,1684318,0.93,27.55,空头,51.973,53.078,,
表格,BEN,"Franklin Templeton, Inc.",32.465,-0.75,1684156,0.49,39.68,空头,33.455,33.661,,
表格,SRE,DBA Sempra,78.06,-1.19,1681616,0.42,30.06,空头,82.546,85.986,,
表格,TWLO,Twilio Inc.,301.56,3.74,1677888,0.85,77.57,多头,247.368,224.592,,
表格,PAAS,Pan American Silver Corp.,47.305,-1.67,1676602,0.43,42.6,空头,49.589,48.315,,
表格,LULU,lululemon athletica inc.,100.71,-1.54,1644588,0.2,41.32,空头,105.0,114.059,,
表格,HUT,Hut 8 Corp.,102.16,-0.29,1640216,0.35,58.24,多头,93.73,93.369,,
表格,COF,Capital One Financial Corporati,195.29,-0.41,1634163,0.48,30.9,空头,207.191,212.063,,
表格,PEG,Public Service Enterprise Group,67.04,-0.4,1615070,0.49,20.42,空头,71.1,74.185,,
表格,TAK,Takeda Pharmaceutical Company L,18.575,-1.25,1609039,0.74,55.82,多头,18.463,17.809,,
表格,ARES,Ares Management Corporation,120.3,-0.97,1604814,0.75,32.65,空头,129.702,132.481,,
表格,NET,"Cloudflare, Inc.",367.198,4.22,1581047,0.5,68.95,多头,320.487,296.766,,
表格,EL,"Estee Lauder Companies, Inc. (T",97.23,-1.62,1577154,0.51,52.15,多头,96.957,91.918,,
表格,ANET,"Arista Networks, Inc.",205.95,1.22,1576430,0.32,59.71,多头,196.693,188.813,,
表格,STX,Seagate Technology Holdings PLC,913.46,-1.13,1559914,0.42,58.48,多头,851.868,844.64,,
表格,DB,Deutsche Bank AG,35.63,-0.67,1559482,0.8,32.06,空头,38.566,37.983,,
表格,SUNB,"Sunbelt Rentals Holdings, Inc.",72.415,-1.85,1548578,0.18,47.65,多头,72.832,74.609,,
表格,CLS,"Celestica, Inc.",373.48,3.22,1546430,0.72,64.63,多头,331.138,324.013,,
表格,SE,Sea Limited,101.97,-1.28,1536161,0.43,37.81,空头,107.531,111.277,,
表格,RDDT,"Reddit, Inc.",152.615,0.42,1527841,0.32,47.02,空头,155.261,161.067,,
表格,XYZ,"Block, Inc.",76.11,1.91,1525933,0.38,41.94,空头,78.635,80.324,,
表格,SONY,Sony Group Corporation,23.028,-0.74,1516919,0.4,42.33,空头,23.711,23.235,,
表格,ABBV,AbbVie Inc.,263.623,-0.55,1508393,0.36,57.6,多头,260.342,256.397,,
表格,EIX,Edison International,53.08,-0.8,1506308,0.2,30.95,空头,58.495,67.849,,
表格,FLUT,Flutter Entertainment plc,82.69,-3.73,1497948,0.52,28.03,空头,94.77,99.456,,
表格,WEC,"WEC Energy Group, Inc.",101.88,0.7,1495387,0.63,34.88,空头,104.811,107.842,,
表格,FOXA,Fox Corporation,63.96,0.0,1493686,0.29,45.4,空头,65.435,63.289,,
表格,BCE,"BCE, Inc.",21.485,-0.58,1467487,0.4,28.33,空头,22.535,22.424,,
表格,TECH,Bio-Techne Corp,72.58,0.08,1457880,0.53,65.85,多头,72.307,72.124,,
表格,ILMN,"Illumina, Inc.",267.93,4.91,1455798,0.4,74.96,多头,227.221,207.875,,
表格,GSK,GSK plc,49.75,0.08,1454633,0.52,46.85,多头,50.172,50.757,,
表格,VOD,Vodafone Group Plc,16.525,1.07,1447202,0.44,47.9,空头,16.79,16.214,,
表格,DDOG,"Datadog, Inc.",256.075,1.82,1440483,0.39,61.83,多头,235.258,242.91,,
表格,ALAB,"Astera Labs, Inc.",365.66,1.44,1439143,0.36,64.51,多头,311.758,304.235,,
表格,ADBE,Adobe Inc.,237.815,-1.19,1437244,0.25,37.81,空头,254.911,257.392,,
表格,ED,"Consolidated Edison, Inc.",103.58,0.95,1413792,0.72,38.58,空头,105.957,107.806,,
表格,AMCR,Amcor plc,42.12,-1.59,1413654,0.42,38.33,空头,43.431,44.665,,
表格,VMRK,Vivmark Residential,61.19,-0.16,1412164,0.22,31.65,空头,63.929,65.971,,
表格,EQH,"Equitable Holdings, Inc.",52.47,0.38,1410309,0.45,53.24,空头,52.431,50.671,,
表格,ING,"ING Group, N.V.",36.135,0.6,1402918,0.82,51.45,空头,36.242,35.039,,
表格,CNC,Centene Corporation,61.675,-0.65,1396693,0.3,39.45,空头,65.215,65.185,,
表格,BUD,Anheuser-Busch Inbev SA Sponsor,78.09,1.34,1394335,0.56,45.14,空头,78.829,80.42,,
表格,CTAS,Cintas Corporation,198.24,3.27,1389059,0.72,48.07,空头,199.101,202.046,,
表格,KIM,Kimco Realty Corporation (HC),22.225,0.07,1388786,0.23,22.42,空头,23.086,24.131,,
表格,GH,"Guardant Health, Inc.",176.475,0.09,1382757,0.77,59.08,多头,169.654,162.027,,
表格,RTO,Rentokil Initial plc,20.705,-3.29,1362541,0.87,20.15,空头,22.497,24.606,,
表格,EPD,Enterprise Products Partners L.,37.53,-0.11,1361578,0.56,39.29,空头,38.487,38.332,,
表格,RVMD,"Revolution Medicines, Inc.",192.335,0.84,1353821,0.66,39.05,空头,200.409,199.505,,
表格,HBM,Hudbay Minerals Inc.,26.41,-1.42,1351316,0.36,47.33,空头,26.897,25.991,,
表格,LOW,"Lowe's Companies, Inc.",188.23,-1.64,1347322,0.43,26.98,空头,198.372,207.755,,
表格,SNOW,Snowflake Inc.,335.735,0.28,1344425,0.24,54.9,多头,330.32,314.455,,
表格,GS,"Goldman Sachs Group, Inc. (The)",922.345,-1.5,1341275,0.66,32.59,空头,984.517,1024.478,,
表格,SF,Stifel Financial Corporation,69.82,-2.93,1340060,1.18,21.39,空头,77.252,80.256,,
表格,AKAM,"Akamai Technologies, Inc.",113.435,-4.23,1334830,0.41,53.49,多头,110.136,113.465,,
表格,EBAY,eBay Inc.,108.183,-0.83,1330514,0.25,51.55,多头,107.654,107.82,,
表格,ALLY,Ally Financial Inc.,38.395,-0.48,1321446,0.37,25.65,空头,41.196,42.98,,
表格,IP,International Paper Company,35.02,-1.9,1318624,0.26,40.89,多头,36.138,38.574,,
表格,BBY,"Best Buy Co., Inc.",90.995,0.21,1304101,0.28,55.82,多头,89.39,86.205,,
表格,MET,"MetLife, Inc.",97.87,0.69,1303332,0.44,56.27,多头,96.859,95.972,,
表格,A,"Agilent Technologies, Inc.",170.947,3.4,1295803,0.51,76.33,多头,154.65,147.324,,
表格,GFS,GlobalFoundries Inc.,46.57,0.32,1290360,0.32,47.66,多头,46.468,49.505,,
表格,ZTS,Zoetis Inc.,70.363,-1.74,1286008,0.27,34.05,空头,73.413,75.048,,
表格,PAA,"Plains All American Pipeline, L",24.77,1.35,1280497,0.48,45.71,空头,25.19,24.544,,
表格,EXPE,"Expedia Group, Inc.",258.835,-0.08,1280201,0.63,32.36,空头,287.41,297.476,,
表格,CG,The Carlyle Group Inc.,39.36,-1.4,1279939,0.39,27.24,空头,43.12,45.987,,
表格,UDR,"UDR, Inc.",33.63,-0.47,1278236,0.33,19.82,空头,35.224,37.144,,
表格,DINO,HF Sinclair Corporation,108.81,2.52,1276048,0.47,58.23,空头,106.436,96.479,,
表格,SMTC,Semtech Corporation,173.48,2.45,1271612,0.32,59.68,多头,158.426,139.055,,
表格,BBIO,"BridgeBio Pharma, Inc.",66.38,1.02,1270855,0.54,22.79,多头,71.781,78.438,,
表格,LLY,Eli Lilly and Company,1187.966,3.21,1269062,0.53,56.86,多头,1159.651,1176.234,,
表格,IBN,ICICI Bank Limited,27.895,-0.05,1262448,0.24,33.87,空头,28.908,29.547,,
表格,PCAR,PACCAR Inc.,110.965,-1.0,1262118,0.43,19.89,空头,120.228,126.75,,
表格,W,Wayfair Inc.,98.085,-1.42,1260708,0.53,46.16,空头,100.873,98.441,,
表格,CBRE,CBRE Group Inc,137.53,0.82,1254517,0.69,41.89,空头,141.953,145.021,,
表格,PM,Philip Morris International Inc,191.52,0.36,1253666,0.3,53.7,多头,189.753,189.884,,
表格,LYB,LyondellBasell Industries NV,60.505,0.89,1240606,0.35,41.27,空头,62.913,62.236,,
表格,FHN,First Horizon Corporation,23.035,0.07,1235383,0.26,29.44,空头,24.145,24.87,,
表格,MUFG,"Mitsubishi UFJ Financial Group,",22.58,-1.05,1225047,0.44,45.03,空头,23.121,22.707,,
表格,HRL,Hormel Foods Corporation,19.899,-0.11,1222063,0.2,23.12,空头,21.304,23.41,,
表格,OVV,Ovintiv Inc. (DE),60.18,0.75,1219550,0.38,39.9,空头,62.945,62.382,,
表格,UL,Unilever PLC,62.395,0.38,1217032,0.34,46.69,空头,62.809,62.94,,
表格,AXP,American Express Company,302.46,0.17,1215530,0.45,27.93,空头,320.005,334.05,,
表格,EW,Edwards Lifesciences Corporatio,86.5,-0.37,1214947,0.38,42.81,多头,88.022,88.335,,
表格,NVS,Novartis AG,143.635,0.65,1213369,0.47,44.08,空头,145.409,151.842,,
表格,OKE,"ONEOK, Inc.",90.94,0.44,1212659,0.32,40.4,空头,93.608,92.58,,
表格,NXPI,NXP Semiconductors N.V.,231.129,-1.83,1212081,0.35,50.88,多头,228.55,236.598,,
表格,GEHC,GE HealthCare Technologies Inc.,65.65,-0.67,1198100,0.37,42.4,多头,66.716,68.308,,
表格,TGT,Target Corporation,157.26,0.64,1190742,0.32,50.51,空头,157.847,152.622,,
表格,INSM,Insmed Incorporated,119.835,1.26,1183668,0.58,46.42,多头,122.572,118.771,,
表格,NTAP,"NetApp, Inc.",199.56,1.65,1171732,0.46,59.45,多头,192.328,186.07,,
表格,TXN,Texas Instruments Incorporated,271.07,-0.57,1165607,0.19,54.44,多头,265.555,271.526,,
表格,RELX,RELX PLC PLC,33.56,1.02,1165049,0.55,43.48,空头,34.426,34.913,,
表格,COST,Costco Wholesale Corporation,898.02,-0.74,1163228,0.56,38.98,多头,913.4,935.068,,
表格,ALL,Allstate Corporation (The),227.616,0.87,1162167,0.67,27.88,空头,249.514,256.215,,
表格,EOG,"EOG Resources, Inc.",142.1,0.18,1161212,0.35,44.2,空头,145.236,144.472,,
表格,RTX,RTX Corporation,191.675,-0.27,1160164,0.29,28.54,空头,199.221,207.592,,
表格,FANG,"Diamondback Energy, Inc.",188.505,1.54,1154874,0.36,39.58,空头,197.499,198.873,,
表格,BAM,Brookfield Asset Management Inc,44.445,-1.8,1153172,0.47,29.81,空头,47.489,49.313,,
表格,GFL,GFL Environmental Inc. Subordin,42.08,0.43,1152430,0.41,50.67,多头,42.148,41.278,,
表格,EGO,Eldorado Gold Corporation,41.99,-1.98,1148548,0.36,50.61,多头,42.321,38.77,,
表格,CLX,Clorox Company (The),82.95,-1.18,1136870,0.33,25.71,多头,90.082,97.139,,
表格,AMKR,"Amkor Technology, Inc.",52.66,-1.24,1132287,0.26,53.44,多头,50.384,53.212,,
表格,BRK-B,Berkshire Hathaway Inc. New,507.26,0.02,1111430,0.24,49.71,空头,508.099,505.782,,
表格,CTVA,"Corteva, Inc.",79.47,-1.18,1109927,0.23,40.96,空头,82.18,82.597,,
表格,PLD,"Prologis, Inc.",134.17,0.16,1106336,0.33,41.11,多头,136.063,139.906,,
表格,AON,Aon plc,276.975,-1.64,1103060,0.56,23.27,空头,309.835,340.665,,
表格,PSX,Phillips 66,261.72,2.04,1097729,0.34,60.03,空头,255.902,233.051,,
表格,ZS,"Zscaler, Inc.",215.57,0.52,1095513,0.3,70.83,多头,188.869,171.693,,
表格,WPM,Wheaton Precious Metals Corp,143.75,-1.17,1093989,0.58,46.84,空头,148.248,135.374,,
表格,AEP,American Electric Power Company,118.04,-0.3,1086116,0.28,29.58,空头,121.906,125.37,,
表格,JCI,Johnson Controls International ,145.79,-0.08,1076525,0.34,54.88,多头,143.193,144.411,,
表格,DKS,Dick's Sporting Goods Inc,134.01,1.25,1070435,0.18,40.53,空头,137.452,170.873,,
表格,LIN,Linde plc,469.525,-0.04,1064657,0.54,45.65,多头,470.553,484.941,,
表格,FDX,FedEx Corporation,281.8,-3.33,1060915,0.69,25.68,空头,307.783,315.967,,
表格,HONA,Honeywell Aerospace Inc.,161.45,-1.15,1055854,0.25,51.09,空头,163.301,176.308,,
表格,ARMK,Aramark,54.42,-2.42,1046225,0.46,32.84,空头,57.119,57.684,,
表格,CDNS,"Cadence Design Systems, Inc.",320.295,3.63,1043977,0.39,58.11,多头,301.193,320.482,,
表格,DECK,Deckers Outdoor Corporation,78.885,0.38,1031611,0.3,36.54,多头,82.465,91.329,,
表格,NRG,"NRG Energy, Inc.",99.12,-1.59,1031367,0.38,31.45,空头,109.197,119.314,,
表格,SHW,Sherwin-Williams Company (The),322.36,-1.26,1029796,0.63,40.54,多头,328.474,338.413,,
表格,TSN,"Tyson Foods, Inc.",51.29,-0.14,1022796,0.27,34.76,空头,53.173,55.807,,
表格,AHR,"American Healthcare REIT, Inc.",52.4,1.35,1014055,0.31,38.88,空头,53.678,55.13,,
表格,RMBS,"Rambus, Inc.",104.86,1.34,1013642,0.39,66.26,多头,91.013,93.086,,
表格,MKC,"McCormick & Company, Incorporat",48.355,-1.5,1012968,0.33,29.91,空头,50.943,52.351,,
表格,NTR,Nutrien Ltd.,74.61,-0.69,1010482,0.38,47.51,空头,76.14,72.119,,
表格,CF,"CF Industries Holdings, Inc.",119.495,-0.95,1008936,0.38,38.86,空头,128.278,125.113,,
表格,VTR,"Ventas, Inc.",87.59,1.1,1005613,0.28,38.83,空头,89.268,92.165,,
表格,ADM,Archer-Daniels-Midland Company,82.28,0.16,1003029,0.25,46.14,空头,83.921,82.317,,
表格,ALB,Albemarle Corporation,109.33,-3.65,1002737,0.41,34.49,空头,119.872,124.096,,
表格,NDAQ,"Nasdaq, Inc.",94.72,-0.75,1001046,0.33,52.06,多头,94.003,94.545,,
表格,BBVA,Banco Bilbao Vizcaya Argentaria,28.525,1.55,995817,0.87,49.44,空头,28.701,28.056,,
表格,AMH,American Homes 4 Rent,30.73,-0.65,992903,0.37,29.53,空头,31.826,32.944,,
表格,TMO,Thermo Fisher Scientific Inc,674.1,1.32,988369,0.47,73.8,多头,633.04,598.681,,
表格,MAS,Masco Corporation,67.46,-1.03,986672,0.43,36.34,空头,69.776,73.34,,
表格,CAT,"Caterpillar, Inc.",806.15,-0.72,986518,0.42,46.99,多头,809.328,832.39,,
表格,ECHO,EchoStar Corporation,91.56,-1.25,977689,0.32,50.34,多头,91.635,89.788,,
表格,FWONK,Liberty Media Corporation - Ser,94.43,1.27,977488,0.47,41.25,空头,96.566,99.252,,
表格,HALO,"Halozyme Therapeutics, Inc.",113.72,1.14,973274,0.48,70.2,多头,108.274,98.2,,
表格,AMT,American Tower Corporation (REI,168.53,-1.32,961656,0.41,38.33,空头,174.27,172.961,,
表格,GEV,GE Vernova Inc.,956.65,0.51,960968,0.42,51.5,空头,942.251,976.609,,
表格,BWA,BorgWarner Inc.,59.375,-1.94,960853,0.49,34.25,空头,63.735,64.785,,
表格,NXT,Nextpower Inc.,79.81,-2.44,959392,0.45,40.13,空头,83.868,92.12,,
表格,GMAB,Genmab A/S,34.525,-0.65,958952,0.5,61.93,多头,33.688,31.757,,
表格,RIO,Rio Tinto Plc,94.29,-1.01,947438,0.53,36.37,空头,98.619,97.388,,
表格,BNY,The Bank of New York Mellon Cor,149.625,0.08,941029,0.27,29.56,空头,156.794,159.052,,
表格,DOCU,"DocuSign, Inc.",68.93,-0.81,935427,0.24,59.4,空头,66.848,60.784,,
表格,BALL,Ball Corporation,57.365,-2.47,934687,0.49,27.08,空头,60.758,62.354,,
表格,FNF,"Fidelity National Financial, In",41.62,-0.55,931158,0.38,24.39,空头,44.083,47.432,,
表格,MA,Mastercard Incorporated,561.455,0.27,925728,0.35,42.38,空头,570.483,567.994,,
表格,LNG,"Cheniere Energy, Inc.",276.45,1.04,925712,0.42,51.71,多头,275.549,270.98,,
表格,ICE,Intercontinental Exchange Inc.,156.36,0.01,919974,0.29,51.58,空头,156.3,153.28,,
表格,DRI,"Darden Restaurants, Inc.",210.605,-1.44,918947,0.82,47.68,空头,212.447,211.384,,
表格,ADSK,"Autodesk, Inc.",212.35,-2.21,908166,0.37,38.48,空头,225.573,233.639,,
表格,HSBC,"HSBC Holdings, plc.",100.15,-0.1,907210,0.7,41.07,空头,102.885,103.183,,
表格,NTNX,"Nutanix, Inc.",68.38,-1.87,907089,0.32,56.36,空头,67.762,63.771,,
表格,ADI,"Analog Devices, Inc.",382.76,-0.64,899402,0.26,58.36,多头,371.187,372.164,,
表格,MPC,Marathon Petroleum Corporation,397.726,2.41,896332,0.29,58.06,空头,391.045,352.713,,
表格,DHI,"D.R. Horton, Inc.",140.17,0.0,893832,0.35,46.0,多头,141.273,145.111,,
表格,NTRA,"Natera, Inc.",403.5,3.25,876597,0.64,82.13,多头,349.165,311.273,,
表格,YUM,"Yum! Brands, Inc.",138.73,-1.35,866236,0.39,39.95,空头,143.622,147.676,,
表格,TTMI,"TTM Technologies, Inc.",128.4,2.05,860189,0.46,55.32,多头,121.559,124.897,,
表格,MMM,3M Company,169.39,-0.53,858198,0.3,50.39,多头,168.433,172.711,,
表格,LNT,Alliant Energy Corporation,63.59,-0.16,854990,0.39,23.32,空头,66.695,69.459,,
表格,TSEM,Tower Semiconductor Ltd.,223.51,-3.03,853713,0.47,51.87,多头,218.168,225.958,,
表格,MT,Arcelor Mittal NY Registry Shar,71.41,-0.71,831411,0.73,43.17,空头,73.52,72.08,,
表格,APG,APi Group Corporation,38.215,1.04,823523,0.22,44.02,空头,38.549,40.079,,
表格,HON,Honeywell International Inc.,212.89,0.15,820441,0.26,49.66,多头,210.828,223.735,,
表格,MRSH,Marsh,169.34,-0.61,819470,0.32,28.5,空头,179.071,184.992,,
表格,RJF,"Raymond James Financial, Inc.",157.29,-0.59,816897,0.62,27.23,空头,169.035,173.718,,
表格,RYAAY,Ryanair Holdings plc,54.26,-0.79,814425,0.58,47.24,多头,54.323,56.685,,
表格,AEE,Ameren Corporation,99.827,0.09,806865,0.55,26.04,空头,103.89,107.118,,
表格,AEM,Agnico Eagle Mines Limited,192.87,-1.38,806574,0.34,47.63,空头,197.277,180.906,,
表格,FLEX,Flex Ltd.,113.76,1.3,804714,0.24,51.52,多头,111.583,115.645,,
表格,SYK,Stryker Corporation,270.39,-1.1,804677,0.26,29.17,多头,290.617,317.309,,
表格,AIG,"American International Group, I",75.335,-0.32,803383,0.19,47.44,多头,75.552,76.738,,
表格,SNN,"Smith & Nephew SNATS, Inc.",26.685,-0.5,802228,0.41,30.32,空头,28.073,29.511,,
表格,OTIS,Otis Worldwide Corporation,67.168,-1.69,798942,0.18,39.21,空头,69.365,71.197,,
表格,CHTR,"Charter Communications, Inc.",115.625,-0.84,794588,0.29,30.79,空头,136.458,142.715,,
表格,EMR,Emerson Electric Company,155.625,0.67,794384,0.35,56.97,多头,151.696,151.83,,
表格,EFX,"Equifax, Inc.",150.44,-3.14,788456,0.59,25.79,空头,168.692,177.194,,
表格,TS,Tenaris S.A.,56.34,1.02,783425,0.71,53.0,空头,55.948,55.555,,
表格,ARXS,"Arxis, Inc.",52.18,1.99,781455,1.02,51.78,多头,51.738,51.335,,
表格,CI,The Cigna Group,265.285,-1.11,778845,0.53,36.58,空头,277.162,279.888,,
表格,LOGI,Logitech International S.A. - R,99.93,-4.51,776052,1.07,50.14,空头,99.978,100.295,,
表格,RBRK,"Rubrik, Inc.",113.68,-1.64,773924,0.19,66.42,多头,101.336,91.014,,
表格,GPN,Global Payments Inc.,83.765,-0.28,772349,0.31,38.29,空头,87.499,87.32,,
表格,TRP,TC Energy Corporation,59.69,-0.85,771824,0.33,32.32,空头,61.734,64.218,,
表格,SYF,Synchrony Financial,70.64,-0.04,770843,0.24,29.81,空头,75.62,76.773,,
表格,ZM,"Zoom Communications, Inc.",90.245,-1.8,770037,0.22,39.58,空头,94.647,97.088,,
表格,RPRX,Royalty Pharma plc,58.19,0.94,768574,0.24,42.45,空头,59.397,59.313,,
表格,CEG,Constellation Energy Corporatio,263.625,-0.1,767244,0.27,43.68,空头,270.981,271.444,,
表格,EMBJ,Embraer S.A.,76.27,1.11,765762,0.65,59.35,多头,74.607,72.206,,
表格,WM,"Waste Management, Inc.",207.95,0.03,758675,0.32,31.46,空头,214.899,223.45,,
表格,TPR,"Tapestry, Inc.",112.28,1.6,758316,0.22,31.6,空头,119.54,133.862,,
表格,ZBH,"Zimmer Biomet Holdings, Inc.",89.68,-1.32,758109,0.39,35.69,空头,95.357,96.059,,
表格,TRU,TransUnion,68.73,-3.13,758007,0.32,26.53,空头,76.348,79.388,,
